word	paradigm_class	confidence	probability
कबंध	F3	predicted_medium	0.6951
कब्जियत	F3	predicted_high	0.9956
कमंद	F3	predicted_medium	0.7512
कमकर	F3	predicted_medium	0.6826
कमाच्ह	F3	predicted_high	0.8845
कमीश्नर	M2	predicted_medium	0.7568
कमोड	F3	predicted_high	0.8373
कम्पास	F3	predicted_high	0.8459
कमज़ोर	M2	predicted_medium	0.7320
करछल	M2	predicted_medium	0.6546
करनफूल	M2	predicted_high	0.8757
करांबुक	F3	predicted_high	0.9182
करैत	F3	predicted_high	0.8409
करैल	F3	predicted_medium	0.7024
करोट	M2	predicted_medium	0.7461
करौत	F3	predicted_high	0.8341
कर्णाभूषण	M2	predicted_medium	0.6528
कर्पर	F3	predicted_medium	0.7300
कर्मचारीतंत्र	F3	predicted_medium	0.6623
कर्मवाच्य	M2	predicted_high	0.8679
कल	F3	predicted_high	0.8347
कलकंठ	F3	predicted_medium	0.6926
कलछुल	F3	predicted_high	0.8887
कलजुग	F3	predicted_medium	0.7128
कलप	F3	predicted_high	0.8785
कलबूत	F3	predicted_medium	0.6841
कलमतराश	F3	predicted_high	0.8266
कलमदान	F3	predicted_medium	0.6960
कलयुग	F3	predicted_medium	0.6817
कलहंस	F3	predicted_medium	0.6821
कलाधर	F3	predicted_medium	0.7848
कलानाथ	F3	predicted_medium	0.7393
कलाबाज	M2	predicted_medium	0.7815
कलिंग	F3	predicted_high	0.8355
कलिंगक	F3	predicted_medium	0.7477
कलिंदक	F3	predicted_medium	0.7100
कलोर	F3	predicted_medium	0.6791
कल्पद्रुम	F3	predicted_high	0.9630
कहानीकार	M2	predicted_medium	0.7620
क़ब्रगाह	F3	predicted_high	0.9395
काँकर	F3	predicted_high	0.8480
काँख	F3	predicted_high	0.9314
काँथीर	F3	predicted_medium	0.7792
काँप	F3	predicted_high	0.8820
काँवकाँव	M2	predicted_medium	0.6626
काँवर	M2	predicted_medium	0.7062
कांतार	F3	predicted_medium	0.6938
काइयाँपन	F3	predicted_high	0.9075
काउन्सलर	M2	predicted_high	0.9011
काउन्सलिंग	M2	predicted_high	0.8664
काकरोच	F3	predicted_medium	0.6793
कातर	F3	predicted_high	0.8606
कातल	F3	predicted_high	0.9485
कातिल	F3	predicted_high	0.8358
कादंब	F3	predicted_medium	0.7753
काबुक	F3	predicted_medium	0.7542
कारंड	M2	predicted_medium	0.6993
कारंडव	M2	predicted_medium	0.7169
कार्बोहाइड्रेट	F3	predicted_high	0.8003
कार्यक्षेत्र	M2	predicted_high	0.8831
कार्यांतराल	F3	predicted_high	0.9053
कार्यारंभ	F3	predicted_medium	0.7776
कार्यारम्भ	F3	predicted_high	0.8961
कार्यावकाश	M2	predicted_medium	0.7701
कार्येक्षक	M2	predicted_high	0.9383
कालकूट	F3	predicted_medium	0.7543
कालयवन	M2	predicted_high	0.8354
कालसर्प	M2	predicted_medium	0.7052
कालिंग	F3	predicted_high	0.8815
कालियमर्दन	F3	predicted_high	0.9665
काव्यकार	M2	predicted_high	0.9776
काश्मीर	M2	predicted_high	0.9231
काश्यप	M2	predicted_high	0.8911
कास	F3	predicted_medium	0.7849
कासीस	F3	predicted_high	0.8854
किचन	F3	predicted_high	0.8492
कितव	F3	predicted_medium	0.7070
किमाम	F3	predicted_medium	0.6814
किरच	F3	predicted_medium	0.7579
किरन	F3	predicted_medium	0.6918
किरासिन	F3	predicted_high	0.9033
किर्च	F3	predicted_medium	0.7349
किलहँट	F3	predicted_medium	0.7097
किलोमीटर	M2	predicted_high	0.8640
किसबत	F3	predicted_medium	0.7910
किसमिस	F3	predicted_medium	0.7038
कीकर	F3	predicted_medium	0.7068
कीकड	F3	predicted_high	0.8157
कीच	F3	predicted_high	0.8778
कीलक	F3	predicted_medium	0.7299
कुँअर	M2	predicted_medium	0.7184
कुंद	F3	predicted_medium	0.6763
कुकुर	M2	predicted_medium	0.6788
कुकृत्य	M2	predicted_medium	0.7656
कुक्कुर	M2	predicted_high	0.8243
कुट	M2	predicted_medium	0.7475
कुटंत	M2	predicted_high	0.8249
कुटुंबक	M2	predicted_high	0.9791
कुदरत	F3	predicted_medium	0.7305
कुरंग	F3	predicted_medium	0.7034
कुराँकुर	F3	predicted_high	0.8853
कुराज्य	M2	predicted_medium	0.7125
कुर्पर	F3	predicted_medium	0.7169
कुर्बान	M2	predicted_high	0.8881
कुलंग	M2	predicted_medium	0.7176
कुल्हड	F3	predicted_medium	0.7688
कुवचन	M2	predicted_medium	0.7586
कुव्यवहार	M2	predicted_high	0.9051
कुव्यसन	M2	predicted_high	0.9343
कुशीनगर	F3	predicted_medium	0.7123
कुशीनार	F3	predicted_medium	0.7917
कुसंवाद	M2	predicted_high	0.8202
कुसमाचार	M2	predicted_high	0.8460
कुहुक	F3	predicted_medium	0.6507
कुडक	F3	predicted_medium	0.6574
कूजन	F3	predicted_medium	0.6998
कूटनीतिज्ञ	F3	predicted_high	0.8003
कूत	F3	predicted_medium	0.7811
कूदफाँद	F3	predicted_high	0.9699
कूदान	F3	predicted_high	0.8395
कूर्पर	F3	predicted_medium	0.6810
कृदंत	F3	predicted_medium	0.7608
कृदन्त	F3	predicted_high	0.8458
कृषकदल	M2	predicted_medium	0.6627
कृषिदल	M2	predicted_medium	0.6683
कृषिवर्ग	M2	predicted_medium	0.7496
कृषिविज्ञान	M2	predicted_medium	0.7054
कृषिविभाग	M2	predicted_high	0.9581
कृष्ण	M2	predicted_medium	0.7052
कृष्णमुख	M2	predicted_high	0.9212
कृष्णाश्म	M2	predicted_high	0.9525
केंचुक	M2	predicted_medium	0.7788
केंद्रक	M2	predicted_medium	0.6932
केंद्रीयकरण	F3	predicted_medium	0.6654
केन्द्र	F3	predicted_high	0.8102
केन्द्रक	F3	predicted_medium	0.7986
केबल	F3	predicted_medium	0.7035
केयूर	F3	predicted_medium	0.7941
केराव	F3	predicted_medium	0.7287
केशर	F3	predicted_medium	0.6565
केसरीनंदन	F3	predicted_high	0.8648
कैथ	F3	predicted_medium	0.7838
कैन्वस	F3	predicted_high	0.8915
कैमिकल	F3	predicted_high	0.9288
कैलक्यूलेटर	M2	predicted_high	0.9720
कैलाश	F3	predicted_high	0.8766
कोकीन	F3	predicted_high	0.8778
कोकेन	F3	predicted_high	0.9548
कोटवार	M2	predicted_high	0.8897
कोटवाल	M2	predicted_medium	0.7866
कोडक	F3	predicted_high	0.8149
कोतल	F3	predicted_medium	0.7301
कोलक	F3	predicted_high	0.8407
कोल्हापुर	F3	predicted_high	0.8445
कोशागार	M2	predicted_high	0.8688
कोशिकाद्रव्य	F3	predicted_medium	0.7684
कोष्टक	M2	predicted_medium	0.7453
कोस	F3	predicted_medium	0.7497
कोहराम	F3	predicted_high	0.8572
कोहिनूर	F3	predicted_medium	0.7609
कौआल	F3	predicted_high	0.8566
कौफीन	F3	predicted_high	0.9727
कौरव	F3	predicted_high	0.8213
कौल	F3	predicted_high	0.8063
कौषेय	F3	predicted_medium	0.7906
क्रमभंग	F3	predicted_high	0.8919
क्रमेलक	F3	predicted_high	0.8895
क्रियान्वयन	F3	predicted_medium	0.7015
क्रिश्चन	F3	predicted_medium	0.6879
क्रिश्चियन	F3	predicted_high	0.8785
क्रिस्तान	M2	predicted_medium	0.7900
क्रीडास्थल	F3	predicted_medium	0.7145
क्रोश	M2	predicted_high	0.9092
क्लाइमेट	F3	predicted_medium	0.6587
क्लोम	M2	predicted_medium	0.7269
क्षमादान	M2	predicted_high	0.8336
क्षार	F3	predicted_high	0.8674
क्षीरद्रुम	F3	predicted_high	0.9817
क्षुद्रांत	F3	predicted_high	0.8444
क्षुर	F3	predicted_medium	0.6945
क्षेत्ररक्षण	M2	predicted_high	0.8063
कडुआपन	F3	predicted_high	0.8736
खँडरिच	F3	predicted_medium	0.7166
खंग	F3	predicted_medium	0.6718
खंडक	F3	predicted_medium	0.6548
खगोलज्ञ	F3	predicted_medium	0.7160
खगोलविद्	F3	predicted_medium	0.6689
खग्रास	F3	predicted_medium	0.7535
खटिक	F3	predicted_high	0.8091
खदान	F3	predicted_high	0.8590
खद्दड	F3	predicted_high	0.9256
खद्योत	F3	predicted_high	0.8093
खनिक	F3	predicted_high	0.8885
खर	F3	predicted_high	0.8088
खरपात	F3	predicted_high	0.9042
खरल	F3	predicted_high	0.8798
खरहर	F3	predicted_high	0.9020
खराश	F3	predicted_medium	0.6689
खरीददार	F3	predicted_medium	0.7937
खरीफ	F3	predicted_high	0.9297
खरोंट	F3	predicted_medium	0.6942
खल	F3	predicted_medium	0.7693
खविद्	M2	predicted_high	0.8304
खसखस	F3	predicted_medium	0.6823
खसखास	F3	predicted_medium	0.7919
खसोट	F3	predicted_medium	0.7695
ख़ारिज	F3	predicted_high	0.8692
ख़िलाफ़त	F3	predicted_high	0.9905
खाँग	F3	predicted_high	0.9155
खाँड	F3	predicted_medium	0.7873
खातिर	F3	predicted_high	0.8813
खाद्य	F3	predicted_high	0.9457
खाद्यान्न	F3	predicted_high	0.9949
खाद्योज	F3	predicted_high	0.8390
खारिज़	F3	predicted_high	0.9550
खासियत	F3	predicted_high	0.9919
खिताब	F3	predicted_medium	0.7420
खिज़ाब	F3	predicted_medium	0.7498
खींच	F3	predicted_high	0.8746
खींचतान	F3	predicted_high	0.9301
खीज	F3	predicted_high	0.9020
खीटखिट	F3	predicted_high	0.9429
खुंदक	F3	predicted_high	0.8579
खुरंड	F3	predicted_high	0.8248
खुशाल	F3	predicted_high	0.8955
खुशाल्	F3	predicted_high	0.8197
खुस	F3	predicted_high	0.9188
खुसखुस	F3	predicted_high	0.8431
खुसपुस	F3	predicted_high	0.9588
खुसर	F3	predicted_high	0.8027
खुसरफुसर	F3	predicted_high	0.9775
खुसरुपुर	F3	predicted_high	0.8637
खुसुर	F3	predicted_high	0.8890
ख्वाहिश	F3	predicted_high	0.8403
गंगटोक	F3	predicted_high	0.9055
गंगाल	F3	predicted_medium	0.7480
गंगोदक	F3	predicted_high	0.8540
गंतव्य	M2	predicted_medium	0.7464
गंधराज	F3	predicted_medium	0.7996
गजदन्त	F3	predicted_medium	0.7285
गजबाँक	F3	predicted_high	0.9465
गजवान	M2	predicted_medium	0.7313
गणराज्य	M2	predicted_high	0.8133
गतिरोध	F3	predicted_high	0.8136
गप्प	F3	predicted_medium	0.6871
गमक	F3	predicted_medium	0.6715
गरजन	M2	predicted_medium	0.7151
गरमाहट	F3	predicted_high	0.9755
गरूड्ॅआकार	M2	predicted_high	0.8817
गर्भपात	F3	predicted_high	0.9422
गलत	F3	predicted_high	0.8825
गलशोथ	M2	predicted_medium	0.6944
गलास	F3	predicted_medium	0.6826
गलौच	M2	predicted_medium	0.6817
गल्प	F3	predicted_medium	0.7389
गवरनर	M2	predicted_high	0.9017
गवाक्ष	M2	predicted_high	0.9184
गवाशन	M2	predicted_medium	0.7918
गवीश	M2	predicted_medium	0.7154
गह्वर	M2	predicted_medium	0.7139
गाँस	F3	predicted_medium	0.6901
गांगेय	F3	predicted_high	0.8097
गांस	F3	predicted_high	0.8457
गादुर	F3	predicted_medium	0.6628
गाभ	F3	predicted_medium	0.6886
गायन	F3	predicted_high	0.8744
गिरावट	F3	predicted_high	0.8395
गिरिवर	F3	predicted_high	0.8496
गिरिसुत	F3	predicted_high	0.9641
गिलौरदान	M2	predicted_medium	0.6681
गीतकाव्य	M2	predicted_high	0.9839
गीतिकाव्य	M2	predicted_high	0.9558
गुंजार	F3	predicted_high	0.8443
गुणग्राहक	M2	predicted_high	0.8658
गुणनखंड	F3	predicted_high	0.8580
गुणनांक	F3	predicted_medium	0.6765
गुणानुक्रम	F3	predicted_high	0.8602
गुदगुदाहट	F3	predicted_high	0.9740
गुरुदेव	M2	predicted_medium	0.6832
गुर्राहट	F3	predicted_high	0.9596
गुल्फ	F3	predicted_high	0.8467
गुल्लक	F3	predicted_high	0.8468
गुह	F3	predicted_high	0.8471
गूढार्थ	F3	predicted_high	0.9119
गृहकार्य	M2	predicted_medium	0.6504
गृहमंत्रालय	M2	predicted_high	0.8236
गृहयुद्ध	M2	predicted_high	0.8252
गृहस्थ	M2	predicted_medium	0.7142
गृहस्थाश्रम	M2	predicted_high	0.8897
गृहस्थिन	M2	predicted_medium	0.7494
गेंदबाज़	F3	predicted_medium	0.7169
गेंदुक	F3	predicted_high	0.9530
गैसोलीन	F3	predicted_high	0.8846
गैस्टरूम	M2	predicted_medium	0.7790
गोठ	F3	predicted_high	0.8470
गोत	F3	predicted_high	0.8294
गोदनहर	F3	predicted_high	0.9221
गोध	F3	predicted_high	0.9413
गोधूमक	F3	predicted_high	0.9439
गोप	F3	predicted_medium	0.7576
गोपुर	F3	predicted_medium	0.7555
गोफण	F3	predicted_high	0.9352
गोफन	F3	predicted_high	0.9371
गोमय	F3	predicted_high	0.8883
गोमेद	F3	predicted_high	0.9139
गोमेदक	F3	predicted_high	0.8302
गोमेध	F3	predicted_high	0.9704
गोरक्षनाथ	F3	predicted_high	0.9251
गोरखनाथ	F3	predicted_high	0.9958
गोलंबर	F3	predicted_medium	0.6534
गोह	F3	predicted_high	0.9110
गोड	F3	predicted_high	0.9355
घटान	M2	predicted_high	0.8001
घटोत्कच	M2	predicted_high	0.8543
घनप्रिय	M2	predicted_medium	0.6674
घनबान	M2	predicted_high	0.8469
घमोय	F3	predicted_medium	0.7871
घरघर	M2	predicted_high	0.8703
घर्र	M2	predicted_high	0.8278
घाघस	M2	predicted_high	0.8069
घातक	M2	predicted_high	0.8324
घीव	M2	predicted_medium	0.7211
घूँघट	M2	predicted_medium	0.7148
घूर	M2	predicted_medium	0.6726
घृत	F3	predicted_medium	0.7043
घेवर	M2	predicted_high	0.8785
घोंट	M2	predicted_medium	0.6810
घोष	M2	predicted_medium	0.7089
घोषणापत्र	M2	predicted_high	0.9170
घ्राणविट	M2	predicted_high	0.9719
ङ्लोर	M2	predicted_high	0.8268
चँवर	M2	predicted_high	0.9081
चंचरीक	M2	predicted_medium	0.6628
चंदनहार	M2	predicted_high	0.9115
चंद्रवंश	M2	predicted_high	0.8626
चंद्रहार	M2	predicted_high	0.8253
चक्रधर	M2	predicted_medium	0.7729
चक्रपाद	M2	predicted_high	0.9343
चटकाहट	F3	predicted_high	0.9693
चटचटाहट	F3	predicted_high	0.9851
चतरभंग	F3	predicted_high	0.8041
चतुरानन	F3	predicted_medium	0.7188
चतुराश्रम	M2	predicted_medium	0.7344
चतुर्दश	M2	predicted_medium	0.7903
चपकन	F3	predicted_medium	0.7942
चपरास	F3	predicted_medium	0.6787
चमगादर	M2	predicted_medium	0.6619
चमचम	F3	predicted_medium	0.6525
चरचराहट	F3	predicted_high	0.9626
चरणामृत	M2	predicted_medium	0.7548
चरणोदक	M2	predicted_high	0.9735
चरमपंथ	M2	predicted_medium	0.7892
चरमर	M2	predicted_medium	0.7499
चरमराहट	F3	predicted_high	0.9673
चवर्णक	M2	predicted_high	0.8177
चहचहाहट	F3	predicted_high	0.9679
चाँद	F3	predicted_medium	0.6831
चाँपाकल	F3	predicted_high	0.8175
चाँवल	M2	predicted_high	0.8289
चांसलर	M2	predicted_high	0.8003
चाक्रिक	M2	predicted_high	0.9560
चातुर्य	M2	predicted_medium	0.7712
चायकाल	M2	predicted_medium	0.7487
चिक्कट	M2	predicted_medium	0.7610
चित्रमृग	M2	predicted_high	0.9402
चिन्हित्र	M2	predicted_high	0.9556
चिलमन	F3	predicted_medium	0.7137
चिल्ल	M2	predicted_medium	0.6891
चिल्लड	M2	predicted_high	0.8451
चिल्हर	M2	predicted_medium	0.7403
चिल्होर	M2	predicted_high	0.8866
